形态日期,股票代码,股票名称,D0(0807)成交量(股),D1(0810)开盘价,D1(0810)收盘价,D1(0810)最高价,D1(0810)成交量(股),D2(0811)最高价,D2(0811)最低价
20260811,600935,华塑股份,9969600.0,2.29,2.33,2.35,17815900.0,2.33,2.29
20260811,601065,江盐集团,2895000.0,6.84,6.94,6.98,6133700.0,6.94,6.84
