形态日期,股票代码,股票名称,D0(1028)成交量(股),D1(1029)开盘价,D1(1029)收盘价,D1(1029)最高价,D1(1029)成交量(股),D2(1030)最高价,D2(1030)最低价
20251030,002470,金正大,41555100.0,1.78,1.82,1.84,85980000.0,1.82,1.78
20251030,002673,西部证券,30697000.0,8.59,8.75,8.78,69986100.0,8.75,8.59
