形态日期,股票代码,股票名称,D0(1022)成交量(股),D1(1023)开盘价,D1(1023)收盘价,D1(1023)最高价,D1(1023)成交量(股),D2(1024)最高价,D2(1024)最低价
20251024,600025,华能水电,22006800.0,10.01,10.18,10.21,35273500.0,10.18,10.01
