日期,股票代码,股票名称,开盘价,收盘价,最高价,最低价,成交量(股)
20260701,000001,平安银行,10.05,10.16,10.18,9.99,90689000.0
20260701,000002,万  科Ａ,2.98,3.08,3.12,2.96,164868500.0
20260701,000006,深振业Ａ,7.5,7.53,7.65,7.4,17967700.0
20260701,000007,全新好,12.6,12.29,12.6,12.1,5986900.0
20260701,000008,神州高铁,2.34,2.39,2.44,2.31,33933700.0
20260701,000009,中国宝安,6.24,6.27,6.38,6.16,22557200.0
20260701,000011,深物业A,6.44,6.62,6.69,6.43,3290800.0
20260701,000012,南  玻Ａ,5.06,5.25,5.43,4.92,208878300.0
20260701,000014,沙河股份,9.14,9.31,9.45,9.1,6134000.0
20260701,000017,深中华A,6.06,6.08,6.29,5.92,28614500.0
20260701,000019,深粮控股,5.65,5.8,5.86,5.63,7054200.0
20260701,000020,深华发Ａ,10.89,11.17,11.5,10.8,6219100.0
20260701,000021,深科技,63.53,62.26,66.2,59.59,310196500.0
20260701,000025,特  力Ａ,13.38,13.75,13.96,13.37,5423000.0
20260701,000026,飞亚达,22.26,21.05,22.45,20.9,14765500.0
20260701,000027,深圳能源,6.2,6.26,6.3,6.1,40879200.0
20260701,000028,国药一致,18.92,19.25,19.28,18.8,1971400.0
20260701,000029,深深房Ａ,22.3,22.5,23.78,21.85,10507300.0
20260701,000030,富奥股份,3.87,3.96,3.99,3.86,9257400.0
20260701,000031,大悦城,2.13,2.18,2.22,2.1,38782600.0
20260701,000032,深桑达Ａ,25.19,24.0,25.6,23.82,64562700.0
20260701,000034,神州数码,27.69,27.58,28.26,26.61,55321800.0
20260701,000035,中国天楹,4.83,4.8,4.88,4.67,38420700.0
20260701,000036,华联控股,4.39,4.41,4.47,4.32,29156100.0
20260701,000037,深南电A,8.75,8.95,9.03,8.73,19279900.0
20260701,000039,中集集团,8.11,8.09,8.2,7.93,31587200.0
20260701,000042,中洲控股,7.65,7.66,7.77,7.35,8966500.0
20260701,000045,深纺织Ａ,10.55,10.29,10.55,10.22,6804800.0
20260701,000048,京基智农,22.09,22.5,22.84,21.53,21089900.0
20260701,000049,德赛电池,23.6,23.76,23.96,23.1,7345100.0
20260701,000050,深天马Ａ,9.9,9.6,9.94,9.48,84357800.0
20260701,000055,方大集团,3.38,3.4,3.46,3.32,15473400.0
20260701,000058,深 赛 格,6.12,6.3,6.38,6.09,7429300.0
20260701,000059,华锦股份,3.74,4.06,4.13,3.7,50585800.0
20260701,000060,中金岭南,7.5,7.65,7.84,7.43,181200000.0
20260701,000061,农 产 品,5.62,5.67,5.78,5.5,27107600.0
20260701,000062,深圳华强,31.7,30.49,31.99,30.26,41679100.0
20260701,000063,中兴通讯,36.4,37.18,38.42,36.28,220129400.0
20260701,000065,北方国际,9.76,9.84,10.03,9.55,20651900.0
20260701,000066,中国长城,19.15,18.29,19.26,18.18,224369500.0
20260701,000068,华控赛格,2.85,3.11,3.11,2.84,19738700.0
20260701,000069,华侨城Ａ,1.63,1.68,1.72,1.62,65358900.0
20260701,000070,特发信息,20.8,19.6,21.0,19.39,86847500.0
20260701,000088,盐 田 港,4.1,4.11,4.13,4.06,16100600.0
20260701,000089,深圳机场,6.04,6.22,6.24,6.01,13982100.0
20260701,000090,天健集团,3.02,3.09,3.12,3.0,21480800.0
20260701,000096,广聚能源,6.97,7.06,7.12,6.93,6425600.0
20260701,000099,中信海直,14.56,14.63,14.72,14.34,10179600.0
20260701,000100,TCL科技,5.98,6.12,6.26,5.86,2605923800.0
20260701,000151,中成股份,10.69,10.67,10.81,10.51,11480600.0
20260701,000153,丰原药业,5.07,5.24,5.27,5.01,10213700.0
20260701,000155,川能动力,12.01,12.08,12.2,11.71,33035200.0
20260701,000156,华数传媒,6.36,6.41,6.51,6.27,10067900.0
20260701,000157,中联重科,6.95,7.0,7.07,6.84,75762800.0
20260701,000158,常山北明,12.83,13.15,13.41,12.8,31655200.0
20260701,000159,国际实业,5.38,5.43,5.51,5.3,13727700.0
20260701,000166,申万宏源,4.39,4.59,4.64,4.38,190496100.0
20260701,000301,东方盛虹,11.53,12.02,12.03,11.45,24148800.0
20260701,000333,美的集团,76.01,77.4,77.6,73.62,50224200.0
20260701,000338,潍柴动力,28.11,27.8,29.0,27.6,97099900.0
20260701,000400,许继电气,21.69,21.26,21.69,20.76,24870400.0
