日期,股票代码,股票名称,开盘价,收盘价,最高价,最低价,成交量(股)
20260724,000001,平安银行,11.09,11.1,11.18,11.09,114093300.0
20260724,000002,万  科Ａ,3.14,3.07,3.17,3.07,112405100.0
20260724,000006,深振业Ａ,6.04,6.05,6.15,5.98,14837400.0
20260724,000007,全新好,9.31,9.34,9.49,8.99,8181200.0
20260724,000008,神州高铁,2.32,2.28,2.34,2.28,21118400.0
20260724,000009,中国宝安,6.24,6.08,6.3,6.07,22248800.0
20260724,000011,深物业A,7.9,8.26,8.26,7.74,25039300.0
20260724,000012,南  玻Ａ,3.77,3.74,3.8,3.71,20526500.0
20260724,000014,沙河股份,8.89,8.79,9.05,8.78,6180400.0
20260724,000017,深中华A,5.75,5.8,5.99,5.63,22883600.0
20260724,000019,深粮控股,6.0,5.87,6.06,5.87,5036600.0
20260724,000020,深华发Ａ,9.9,9.74,9.96,9.7,2288300.0
20260724,000021,深科技,38.5,41.99,42.8,38.29,209695700.0
20260724,000025,特  力Ａ,13.92,14.14,14.5,13.74,7489700.0
20260724,000026,飞亚达,15.78,15.93,16.13,15.55,4730100.0
20260724,000027,深圳能源,6.55,6.33,6.59,6.31,33011600.0
20260724,000028,国药一致,20.46,20.16,20.72,20.16,2486600.0
20260724,000029,深深房Ａ,19.9,19.24,20.05,19.1,4842000.0
20260724,000030,富奥股份,4.2,4.13,4.23,4.13,7913600.0
20260724,000031,大悦城,2.12,2.06,2.14,2.06,28538200.0
20260724,000032,深桑达Ａ,14.7,14.15,14.84,14.11,36500800.0
20260724,000034,神州数码,27.25,26.67,27.78,26.54,57905100.0
20260724,000035,中国天楹,4.92,4.57,5.18,4.57,84155900.0
20260724,000036,华联控股,4.07,3.94,4.11,3.94,20157600.0
20260724,000037,深南电A,9.47,8.97,9.64,8.97,39934800.0
20260724,000039,中集集团,8.43,8.09,8.6,8.06,45169900.0
20260724,000042,中洲控股,7.8,7.74,7.92,7.72,4008200.0
20260724,000045,深纺织Ａ,8.71,8.74,8.91,8.7,3392900.0
20260724,000048,京基智农,19.06,18.04,19.12,18.04,12069100.0
20260724,000049,德赛电池,24.02,23.63,24.28,23.42,6237000.0
20260724,000050,深天马Ａ,6.31,6.15,6.32,6.14,23835700.0
20260724,000055,方大集团,3.29,3.21,3.33,3.21,7711400.0
20260724,000058,深 赛 格,6.15,6.0,6.16,5.99,5561200.0
20260724,000059,华锦股份,4.62,4.5,4.66,4.49,26536600.0
20260724,000060,中金岭南,6.25,6.11,6.3,6.11,99429800.0
20260724,000061,农 产 品,5.69,5.54,5.76,5.52,16194200.0
20260724,000062,深圳华强,21.93,21.61,22.21,21.5,18504900.0
20260724,000063,中兴通讯,35.01,35.0,35.82,34.8,179142000.0
20260724,000065,北方国际,9.16,8.89,9.23,8.86,13263000.0
20260724,000066,中国长城,14.81,14.49,15.0,14.46,101564100.0
20260724,000068,华控赛格,2.67,2.62,2.69,2.58,9262600.0
20260724,000069,华侨城Ａ,1.69,1.64,1.71,1.63,57013600.0
20260724,000070,特发信息,13.34,13.0,13.49,12.85,38332900.0
20260724,000088,盐 田 港,4.36,4.33,4.38,4.32,14896500.0
20260724,000089,深圳机场,6.65,6.54,6.69,6.51,10833700.0
20260724,000090,天健集团,3.27,3.24,3.31,3.22,11659100.0
20260724,000096,广聚能源,7.74,7.44,8.02,7.42,8955500.0
20260724,000099,中信海直,13.99,13.56,14.02,13.55,6615100.0
20260724,000100,TCL科技,5.07,5.04,5.11,5.02,427524200.0
20260724,000151,中成股份,9.2,9.0,9.33,8.95,5951800.0
20260724,000153,丰原药业,5.36,5.2,5.44,5.2,7589500.0
20260724,000155,川能动力,12.14,11.66,12.43,11.62,75248000.0
20260724,000156,华数传媒,6.6,6.48,6.62,6.46,6492700.0
20260724,000157,中联重科,7.45,7.39,7.48,7.35,43841000.0
20260724,000158,常山北明,12.4,12.14,12.68,12.13,25877900.0
20260724,000159,国际实业,5.2,5.03,5.35,5.02,9980500.0
20260724,000166,申万宏源,4.71,4.64,4.73,4.63,67984900.0
20260724,000301,东方盛虹,12.16,11.6,12.3,11.57,24678700.0
20260724,000333,美的集团,84.75,84.5,85.2,84.11,23791100.0
20260724,000338,潍柴动力,27.55,27.62,28.06,27.07,65364400.0
20260724,000400,许继电气,22.53,22.19,23.28,22.18,32520700.0
20260724,000401,金隅冀东,3.62,3.52,3.64,3.51,7829200.0
20260724,000402,金 融 街,2.41,2.36,2.43,2.36,30038200.0
20260724,000403,派林生物,9.67,9.44,9.83,9.43,11286300.0
20260724,000404,长虹华意,7.58,7.23,7.6,7.23,10640600.0
20260724,000407,胜利股份,3.87,3.78,3.94,3.77,13595700.0
20260724,000408,藏格矿业,77.8,77.27,79.36,77.0,12246400.0
20260724,000409,云鼎科技,8.28,8.29,8.43,8.18,6974700.0
