形态日期,股票代码,股票名称,D0(0119)成交量(股),D1(0120)开盘价,D1(0120)收盘价,D1(0120)最高价,D1(0120)成交量(股),D2(0121)最高价,D2(0121)最低价
20260121,000883,湖北能源,24126400.0,4.57,4.62,4.63,42594300.0,4.63,4.58
20260121,000926,福星股份,19216900.0,2.26,2.29,2.3,33270400.0,2.29,2.26
20260121,001213,中铁特货,11238200.0,4.12,4.14,4.15,18323100.0,4.15,4.12
20260121,002482,广田集团,30538100.0,1.69,1.7,1.71,50217100.0,1.71,1.68
20260121,002761,浙江建投,9031100.0,8.68,8.79,8.83,17080100.0,8.8,8.68
20260121,600008,首创环保,54641700.0,3.02,3.07,3.08,120485900.0,3.07,3.03
20260121,600027,华电国际,72497400.0,4.99,5.05,5.06,109570400.0,5.05,5.0
20260121,600157,永泰能源,415158100.0,1.63,1.66,1.67,915681900.0,1.65,1.63
20260121,600653,申华控股,13870100.0,1.94,1.96,1.97,24518000.0,1.96,1.93
20260121,601005,重庆钢铁,88767200.0,1.43,1.46,1.47,166933000.0,1.46,1.44
20260121,601107,四川成渝,6505600.0,5.97,6.09,6.1,12534500.0,6.1,5.96
20260121,601158,重庆水务,10178300.0,4.52,4.56,4.57,16911900.0,4.57,4.52
