形态日期,股票代码,股票名称,D0日期,D0成交量,D1日期,D1开盘价,D1收盘价,D1最高价,D1成交量,D2日期,D2最高价,D2最低价
20260901,000697,炼石航空,20260828,58206.0,20260831,8.54,8.81,9.1,105527.0,20260901,8.8,8.55
