形态日期,股票代码,股票名称,D0(0109)成交量(股),D1(0112)开盘价,D1(0112)收盘价,D1(0112)最高价,D1(0112)成交量(股),D2(0113)最高价,D2(0113)最低价
20260113,000008,神州高铁,100188800.0,3.09,3.21,3.29,180793500.0,3.2,3.08
20260113,000507,珠海港,9062900.0,5.31,5.36,5.37,15131400.0,5.36,5.31
20260113,002640,跨境通,90564800.0,4.64,4.82,4.84,161412100.0,4.83,4.64
20260113,002859,洁美科技,4133100.0,29.6,31.03,31.26,8478600.0,31.03,29.6
20260113,301215,中汽股份,16418600.0,7.0,7.26,7.29,25162500.0,7.27,7.01
20260113,600023,浙能电力,40846700.0,5.03,5.08,5.09,71647700.0,5.08,5.03
20260113,600117,西宁特钢,27879600.0,2.94,3.01,3.03,48738200.0,3.02,2.94
20260113,600305,恒顺醋业,8685300.0,7.97,8.06,8.07,13827000.0,8.07,7.97
20260113,600704,物产中大,65433300.0,5.76,5.86,5.93,106605000.0,5.86,5.77
20260113,600787,中储股份,25193900.0,5.72,5.81,5.82,50165000.0,5.81,5.73
