形态日期,股票代码,股票名称,D0(0422)成交量(股),D1(0423)开盘价,D1(0423)收盘价,D1(0423)最高价,D1(0423)成交量(股),D2(0424)最高价,D2(0424)最低价
20260424,001227,兰州银行,18850000.0,2.23,2.25,2.26,76690600.0,2.26,2.24
20260424,002936,郑州银行,31110500.0,1.81,1.82,1.83,83151200.0,1.83,1.81
20260424,003012,东鹏控股,4690600.0,6.15,6.24,6.25,9258100.0,6.25,6.15
20260424,300977,深圳瑞捷,1866500.0,19.38,20.07,20.27,3755100.0,20.08,19.37
20260424,600098,广州发展,24614000.0,7.06,7.22,7.23,41620700.0,7.22,7.05
20260424,600403,大有能源,14921700.0,5.66,5.86,5.91,28686600.0,5.85,5.65
20260424,600582,天地科技,13676500.0,5.7,5.75,5.76,30516700.0,5.76,5.69
20260424,600604,市北高新,15522900.0,4.95,5.08,5.21,25865800.0,5.09,4.95
20260424,600905,三峡能源,126575900.0,4.1,4.15,4.16,222669000.0,4.16,4.1
20260424,600908,无锡银行,15447800.0,5.74,5.87,5.89,28550100.0,5.87,5.75
20260424,601169,北京银行,61600900.0,5.44,5.48,5.51,184189400.0,5.49,5.44
20260424,603689,皖天然气,2738500.0,8.12,8.19,8.2,5453900.0,8.18,8.11
