形态日期,股票代码,股票名称,D0(1128)成交量(股),D1(1201)开盘价,D1(1201)收盘价,D1(1201)最高价,D1(1201)成交量(股),D2(1202)最高价,D2(1202)最低价
20251202,000498,山东路桥,7455800.0,5.97,6.01,6.02,14085500.0,6.02,5.97
20251202,000541,佛山照明,5075400.0,6.11,6.2,6.21,7643400.0,6.19,6.12
20251202,000725,京东方Ａ,235345000.0,3.86,3.9,3.91,365525300.0,3.91,3.87
20251202,000791,甘肃能源,13734900.0,6.6,6.67,6.73,26342800.0,6.67,6.59
20251202,002310,东方新能,35206500.0,2.43,2.46,2.47,54778400.0,2.46,2.42
20251202,002936,郑州银行,66768700.0,2.0,2.01,2.02,105411000.0,2.02,2.0
20251202,003012,东鹏控股,4594300.0,7.07,7.12,7.25,7363000.0,7.13,7.06
20251202,300049,福瑞医科,3659700.0,67.25,69.38,69.98,6062200.0,69.38,67.26
20251202,300075,数字政通,6610800.0,15.93,16.19,16.36,10169300.0,16.2,15.92
20251202,300079,数码视讯,22784600.0,5.66,5.72,5.76,35223100.0,5.73,5.65
20251202,300787,海能实业,4422900.0,11.91,12.05,12.07,7196900.0,12.04,11.92
20251202,600016,民生银行,324626000.0,4.1,4.15,4.17,502292100.0,4.16,4.09
20251202,600158,中体产业,9027800.0,8.6,8.74,8.84,20034300.0,8.73,8.61
20251202,600256,广汇能源,50740800.0,5.0,5.03,5.06,77596900.0,5.04,4.99
20251202,600916,中国黄金,9470300.0,8.06,8.11,8.13,15353100.0,8.12,8.05
20251202,601698,中国卫通,29436600.0,21.0,21.36,21.5,53498900.0,21.35,20.99
20251202,603070,万控智造,1920300.0,12.96,13.16,13.28,3086400.0,13.17,12.97
