形态日期,股票代码,股票名称,D0(0709)成交量(股),D1(0710)开盘价,D1(0710)收盘价,D1(0710)最高价,D1(0710)成交量(股),D2(0713)最高价,D2(0713)最低价
20260713,000069,华侨城Ａ,42795600.0,1.62,1.69,1.72,85830300.0,1.7,1.62
20260713,000401,金隅冀东,5521300.0,3.43,3.49,3.53,8477900.0,3.5,3.43
20260713,000402,金 融 街,38582400.0,2.38,2.48,2.53,57948600.0,2.48,2.37
20260713,000560,我爱我家,58757800.0,1.99,2.07,2.11,100218500.0,2.08,1.98
20260713,000564,供销大集,160982100.0,1.3,1.36,1.4,366063800.0,1.37,1.29
20260713,000785,居然智家,48172400.0,2.01,2.1,2.12,92089900.0,2.11,2.01
20260713,002146,荣盛发展,73565300.0,1.07,1.11,1.12,121141500.0,1.12,1.06
20260713,002302,西部建设,4935600.0,4.3,4.43,4.5,8261200.0,4.43,4.29
20260713,300094,国联水产,23093000.0,2.53,2.64,2.68,43117400.0,2.65,2.53
20260713,600117,西宁特钢,12385100.0,2.11,2.18,2.22,28825200.0,2.18,2.11
20260713,600280,中央商场,31255100.0,2.57,2.72,2.79,57344200.0,2.72,2.56
20260713,600307,酒钢宏兴,43302000.0,1.38,1.41,1.44,70175700.0,1.42,1.37
20260713,600383,金地集团,52695700.0,2.12,2.24,2.27,117097000.0,2.24,2.12
20260713,600386,北巴传媒,6563000.0,3.16,3.25,3.3,9858500.0,3.26,3.15
20260713,600467,好当家,20620300.0,2.04,2.09,2.12,32293100.0,2.1,2.04
20260713,600512,腾达建设,19757400.0,1.9,1.96,1.99,32124100.0,1.96,1.9
20260713,600606,绿地控股,104234600.0,1.23,1.27,1.28,159196900.0,1.27,1.22
20260713,600653,申华控股,18230700.0,1.56,1.6,1.64,28804400.0,1.61,1.55
20260713,600981,苏豪汇鸿,16801400.0,2.19,2.27,2.35,34520700.0,2.27,2.18
20260713,601005,重庆钢铁,40515200.0,1.16,1.18,1.19,96529800.0,1.18,1.16
20260713,601588,北辰实业,20325200.0,1.6,1.65,1.68,39279800.0,1.65,1.59
20260713,601828,美凯龙,28996100.0,2.05,2.13,2.15,46412500.0,2.14,2.04
20260713,601880,辽港股份,66707900.0,1.4,1.42,1.43,108332200.0,1.43,1.41
